Student_ID,Student_name,Age,Gender,Grade,School,SocialCategory,Area,Attendance_percentage,SocialEconomic status,distance_to_school,previous_year_result,scholarship_status,dropout_score,dropout,DropoutReason
S1533,Pooja Iyer,14,male,8,government,SC,urban,81,Medium,3.95,pass,no,13.28598785,no,
S1307,Manish Iyer,14,male,8,private unaided,OBC,rural,82.8,Low,1.41,pass,no,14.64440911,no,
S0870,Anjali Reddy,14,male,8,private aided,OBC,urban,73.5,Medium,2,pass,no,14.44173929,no,
S0667,Pooja Sharma,15,female,9,private aided,SC,rural,67.3,Low,1.03,fail,no,19.48408759,yes,Financial Issues
S1773,Ishaan Sharma,16,female,10,government,general,rural,66.5,Low,6.8,pass,yes,15.29448511,no,
S1416,Anjali Iyer,16,female,10,private unaided,SC,urban,79.1,Medium,1.73,pass,no,17.39351109,no,
S0143,Pooja Patel,16,male,10,government,general,urban,50.7,High,2.38,pass,no,20.49450792,yes,Early Marriage
S1558,Priya Singh,15,male,9,government,SC,urban,69.6,Medium,1.4,pass,no,18.96876325,yes,Child Labour
S1922,Kavya Naik,15,female,9,private unaided,OBC,urban,99.6,Medium,4.51,pass,no,22.02947992,yes,Household Work
S1120,Maya Das,14,female,8,private aided,general,urban,39.7,Low,3.91,pass,no,36.74578465,yes,Financial Issues
S1379,Karan Patel,14,female,8,private unaided,OBC,urban,74.7,Medium,0.15,pass,no,17.1089642,no,
S0010,Vikram Das,15,female,9,government,general,urban,52,Medium,0.52,fail,no,33.95118444,yes,Early Marriage
S1500,Siddharth Reddy,16,female,10,private unaided,OBC,rural,93.2,Medium,4.31,pass,no,15.69337004,no,
S1058,Divya Kumar,16,male,10,private unaided,general,rural,86,Medium,6.22,pass,no,10.94214534,no,
S1299,Aarav Joseph,14,male,8,private unaided,SC,rural,69.4,Low,1.85,pass,yes,16.12205219,no,
S1426,Kavya Kumar,16,male,10,private unaided,OBC,rural,64.8,Medium,2.8,pass,no,10.28915798,no,
S0496,Pooja Reddy,16,female,10,private aided,general,urban,68.2,Medium,0.25,fail,no,20.3866141,yes,Early Marriage
S0704,Vikram Reddy,15,female,9,government,general,urban,80,Medium,0.15,pass,yes,15.58899164,no,
S0609,Pooja Kumar,16,male,10,private unaided,general,rural,82.8,Low,9.74,pass,no,18.55670849,yes,Early Marriage
S1736,Priya Patel,15,female,9,private aided,OBC,rural,94.6,Medium,2.24,pass,yes,16.614837,no,
S1293,Karan Das,16,male,10,private unaided,general,urban,62,Low,0.39,pass,no,9.727577361,no,
S1613,Siddharth Gupta,14,female,8,private unaided,SC,urban,66.4,Low,1.22,pass,no,14.87486076,no,
S0866,Manish Gupta,15,female,9,private unaided,OBC,urban,86.5,Low,1.09,pass,no,14.26730448,no,
S0670,Priya Gupta,16,female,10,private unaided,general,rural,87.1,High,2.49,fail,no,23.50102538,yes,Lack of Interest
S0031,Riya Patel,15,female,9,private aided,OBC,urban,78.9,High,0.12,pass,no,13.0645075,no,
S1149,Siddharth Iyer,14,male,8,private unaided,general,rural,91.3,Low,0.52,pass,no,14.59453934,no,
S0632,Riya Reddy,14,female,8,private unaided,general,urban,99.9,Low,2.46,pass,no,16.3449516,no,
S0763,Manish Reddy,16,female,10,private unaided,SC,urban,72.4,Medium,0.09,pass,yes,11.2490078,no,
S0416,Ananya Sharma,14,female,8,private unaided,OBC,urban,79.8,Low,1,pass,no,19.13128892,yes,Lack of Interest
S1047,Divya Patel,15,male,9,private unaided,SC,rural,86.4,Medium,5.15,fail,yes,25.70807896,yes,Child Labour
S1089,Rahul Sharma,15,female,9,private unaided,SC,urban,82.7,Medium,0.87,pass,no,15.32068724,no,
S1191,Maya Patel,14,male,8,private aided,general,urban,79.5,Low,2.01,pass,no,15.96467822,no,
S1748,Vikram Patel,16,male,10,private aided,OBC,rural,82,Low,2.04,pass,yes,13.64866311,no,
S1516,Aarav Reddy,15,male,9,private unaided,ST,rural,71.4,Low,1.57,pass,no,17.57036735,no,
S0086,Sonal Iyer,15,male,9,private aided,OBC,urban,60.2,Low,1.22,pass,yes,17.09761122,no,
S1910,Sneha Patel,14,male,8,private unaided,general,urban,76.7,Low,0.53,pass,no,12.37180787,no,
S1952,Vikram Singh,15,female,9,private unaided,SC,urban,59,Medium,0.07,pass,no,18.17556155,yes,Lack of Interest
S1349,Neha Das,14,male,8,private unaided,general,urban,88.4,Medium,0.33,pass,no,9.693192897,no,
S1709,Ishaan Das,16,male,10,government,OBC,rural,52.6,Low,10.79,fail,no,38.34884279,yes,Financial Issues
S0801,Sonal Singh,15,male,9,private unaided,ST,rural,58.8,Medium,1.72,fail,yes,26.33042573,yes,Financial Issues
S1496,Pooja Kumar,14,male,8,government,OBC,rural,67.2,Low,1.11,pass,no,13.44264208,no,
S1397,Anjali Reddy,16,male,10,private unaided,SC,rural,65.8,Medium,1.86,pass,yes,13.84641169,no,
S0221,Vikram Sharma,14,male,8,private aided,OBC,rural,100,High,3.51,pass,yes,8.113862894,no,
S0139,Anjali Kumar,15,male,9,private aided,OBC,urban,66.4,High,1.46,pass,yes,15.56238942,no,
S0525,Kavya Naik,16,female,10,private unaided,OBC,rural,77.3,Medium,4,pass,no,15.27330612,no,
S0989,Vikram Joseph,15,male,9,government,SC,rural,74.8,High,1.43,pass,no,8.465827861,no,
S1855,Pooja Joseph,15,female,9,private aided,general,urban,92,Low,3.1,fail,no,24.69943196,yes,Household Work
S1249,Kavya Das,15,female,9,private unaided,SC,rural,96.7,Low,1.14,pass,no,14.54310299,no,
S0696,Sneha Iyer,15,male,9,private unaided,ST,rural,67,Medium,2.12,pass,no,15.20696449,no,
S0842,Karan Singh,16,female,10,government,OBC,rural,64.8,High,0.91,pass,no,8.68096492,no,
S1835,Manish Kumar,15,female,9,government,SC,rural,64.4,High,4.34,pass,yes,11.79258974,no,
S1304,Ishaan Gupta,15,male,9,private unaided,general,urban,65.3,Low,0.27,pass,no,17.70962619,no,
S0245,Aditya Das,14,female,8,private unaided,general,rural,56.6,Low,0.48,fail,no,24.9312826,yes,Child Labour
S0945,Sonal Sharma,14,male,8,private unaided,OBC,rural,89.2,Low,5.08,fail,no,22.45864516,yes,Child Labour
S1347,Vikram Naik,15,female,9,private unaided,SC,urban,73.1,Low,4.34,pass,no,19.07024647,yes,Lack of Interest
S0932,Neha Iyer,14,female,8,private unaided,general,urban,88,Low,0.76,pass,no,11.41648808,no,
S1799,Karan Iyer,15,male,9,private aided,general,rural,100,High,2.12,pass,no,11.45714021,no,
S1688,Manish Reddy,15,female,9,private aided,general,urban,76.1,High,0.94,pass,no,9.92913474,no,
S0714,Kavya Singh,16,female,10,government,SC,urban,62.8,High,0.66,pass,no,7.054936439,no,
S0487,Aditya Reddy,15,female,9,private unaided,general,urban,61.5,Medium,7.09,pass,no,18.91351776,yes,Lack of Interest
S1338,Pooja Joseph,15,male,9,private aided,general,rural,78.1,High,0.05,pass,no,7.441431067,no,
S1582,Arjun Singh,14,male,8,private unaided,OBC,rural,64.8,Medium,3.32,pass,no,14.8424554,no,
S0482,Aditya Patel,15,male,9,private unaided,OBC,urban,65.8,Low,0.03,pass,no,19.38140637,yes,Financial Issues
S1916,Aditya Joseph,14,male,8,private unaided,OBC,rural,70.1,Medium,6.12,fail,no,25.6715042,yes,Lack of Interest
S1943,Ananya Gupta,16,female,10,private unaided,OBC,urban,69.3,Medium,0.08,pass,no,14.04090741,no,
S0218,Rahul Gupta,14,female,8,private aided,OBC,rural,75.2,Low,3.23,pass,no,14.29285832,no,
S1627,Priya Iyer,16,female,10,private unaided,OBC,urban,42,Low,1.36,pass,yes,39.10331861,yes,Financial Issues
S0571,Ananya Naik,16,male,10,private aided,OBC,urban,63.4,Medium,0.42,pass,yes,12.51735331,no,
S1554,Kavya Iyer,16,female,10,private aided,general,urban,61.2,Low,3.81,pass,yes,14.82815844,no,
S1984,Rahul Sharma,14,female,8,private aided,general,rural,94.5,High,0.69,pass,no,8.056628481,no,
S0411,Vikram Kumar,14,female,8,government,OBC,urban,56.3,Low,1.47,pass,no,18.45554699,yes,Migration
S1196,Sneha Reddy,16,female,10,private aided,OBC,urban,82.2,Medium,0.09,pass,no,12.49962659,no,
S1271,Divya Joseph,16,female,10,government,general,rural,70.1,Medium,12.02,pass,yes,17.33670356,no,
S0280,Pooja Kumar,14,female,8,private unaided,general,rural,91.4,Medium,5.5,pass,no,12.00405015,no,
S1970,Aarav Joseph,15,female,9,government,OBC,rural,70.7,High,6.1,pass,no,15.08092243,no,
S0651,Karan Singh,14,male,8,private unaided,general,rural,88.3,Medium,0.97,pass,no,11.75307063,no,
S0379,Sneha Singh,16,male,10,private aided,SC,urban,97.2,Medium,0.02,pass,no,12.63700793,no,
S0585,Arjun Naik,16,male,10,private unaided,OBC,urban,75.7,High,1.85,pass,yes,15.34260737,no,
S0012,Maya Patel,14,male,8,private aided,SC,rural,78.8,High,1.83,pass,no,9.951321954,no,
S1007,Rahul Iyer,15,female,9,government,OBC,rural,94.3,Medium,3.58,fail,no,22.85761687,yes,Child Labour
S1825,Aarav Das,15,male,9,private unaided,general,rural,77.2,Medium,3.32,pass,no,16.25947118,no,
S0498,Divya Iyer,14,male,8,government,ST,urban,82.6,Medium,1.15,pass,yes,12.00250233,no,
S0923,Neha Patel,15,male,9,private unaided,OBC,rural,71.5,Medium,16.8,pass,yes,24.00766054,yes,Household Work
S1981,Arjun Sharma,15,male,9,private aided,general,rural,81,Low,22.65,fail,no,35.31916124,yes,Migration
S1292,Siddharth Iyer,14,male,8,government,general,rural,75.4,Medium,1.03,pass,yes,11.02995132,no,
S1357,Rahul Joseph,14,male,8,government,OBC,rural,52.8,Medium,2.03,pass,no,19.97149472,yes,Financial Issues
S0468,Karan Das,14,male,8,private aided,OBC,urban,64.3,Medium,0.57,pass,yes,8.844634726,no,
S0459,Ishaan Naik,16,male,10,private aided,SC,urban,62,Low,3.87,pass,no,13.20201375,no,
S0149,Manish Das,15,female,9,private unaided,OBC,urban,69.3,Medium,1.2,fail,no,23.93735816,yes,Lack of Interest
S1237,Aarav Reddy,16,male,10,private unaided,general,rural,48.5,Medium,0.18,fail,no,33.62679088,yes,Early Marriage
S1415,Neha Sharma,15,male,9,government,OBC,rural,84.5,Medium,6.73,pass,no,16.69908848,no,
S0166,Sneha Kumar,15,female,9,private aided,general,urban,80.5,Low,1.54,pass,no,14.96132599,no,
S0171,Arjun Naik,15,male,9,private aided,SC,urban,73.2,High,4.87,pass,no,13.12793039,no,
S1102,Aarav Singh,14,male,8,private aided,OBC,urban,80.6,Low,3.06,pass,no,19.49585735,yes,Household Work
S1572,Aarav Sharma,16,male,10,private aided,OBC,urban,72.1,Medium,2.14,pass,no,11.56673144,no,
S0575,Maya Patel,16,female,10,private aided,general,urban,72.3,High,0.59,pass,no,8.13359793,no,
S1144,Divya Kumar,16,female,10,private unaided,OBC,urban,65.8,Medium,0.49,pass,no,17.08914033,no,
S1715,Siddharth Sharma,14,female,8,private aided,OBC,urban,75.7,Medium,1.88,pass,no,10.40627519,no,
S0532,Karan Gupta,15,male,9,private unaided,OBC,urban,77.2,Medium,4.15,pass,no,17.49136206,no,
S0911,Pooja Kumar,16,female,10,private unaided,general,urban,62.1,Medium,0.27,pass,no,11.45196733,no,
S1721,Divya Singh,14,female,8,government,SC,rural,88.9,Medium,6.74,pass,no,14.17439751,no,
S1870,Vikram Patel,14,female,8,private unaided,OBC,urban,63.2,Medium,1.17,pass,no,14.46984828,no,
S1868,Arjun Gupta,15,female,9,private aided,SC,urban,62.8,Low,0.33,pass,no,13.06718453,no,
S1290,Arjun Iyer,14,female,8,government,OBC,urban,69.2,Medium,0.81,pass,no,12.55270283,no,
S1541,Divya Joseph,14,female,8,private unaided,general,urban,98.6,High,1.79,pass,no,11.79378061,no,
S0883,Manish Sharma,16,female,10,government,general,urban,74.7,Medium,0.86,pass,yes,13.71288455,no,
S1644,Ananya Joseph,16,female,10,private aided,OBC,urban,79.3,High,0.41,pass,no,10.62220975,no,
S1887,Sonal Naik,14,female,8,private unaided,OBC,rural,68.8,Low,3.51,pass,no,16.25211112,no,
S1852,Sonal Iyer,15,female,9,government,ST,rural,93,High,0.4,pass,no,12.10254631,no,
S1316,Maya Singh,16,female,10,private aided,OBC,rural,80.1,Low,6.58,fail,no,25.55373686,yes,Household Work
S1186,Vikram Singh,15,female,9,private aided,general,urban,92.4,Medium,2.85,pass,yes,15.36298956,no,
S1580,Priya Naik,15,female,9,private unaided,general,urban,68.3,High,0.63,pass,no,14.33517105,no,
S0646,Riya Iyer,16,male,10,private unaided,SC,urban,98,Low,0.29,pass,no,16.16635881,no,
S0267,Pooja Kumar,16,female,10,private aided,OBC,urban,68.6,Medium,0.29,pass,yes,11.62420188,no,
S1832,Ishaan Reddy,16,male,10,private aided,OBC,rural,78.6,Low,4.51,pass,no,15.80239196,no,
S1485,Karan Patel,16,female,10,private aided,OBC,urban,76,Medium,0.23,pass,no,15.63576999,no,
S1025,Rahul Naik,15,male,9,private aided,OBC,urban,52.5,Low,4.03,pass,no,25.73521082,yes,Early Marriage
S1701,Manish Joseph,14,male,8,private aided,OBC,urban,73.9,Medium,0.65,pass,no,10.10463521,no,
S0951,Arjun Gupta,16,male,10,private aided,ST,urban,90.8,Medium,0.92,pass,no,10.9738646,no,
S0232,Neha Gupta,15,male,9,government,OBC,rural,97,Low,8.04,pass,no,18.97289614,yes,Lack of Interest
S1732,Kavya Iyer,14,female,8,government,general,urban,78.9,Low,1.97,pass,no,14.56365326,no,
S1899,Sneha Kumar,16,female,10,private aided,general,urban,79.8,Medium,0.25,pass,no,14.00918419,no,
S1408,Arjun Naik,15,male,9,private unaided,general,urban,85.3,Medium,0.03,pass,yes,11.6083763,no,
S0853,Kavya Gupta,16,male,10,private unaided,general,rural,58,Low,4.76,fail,no,27.27555153,yes,Lack of Interest
S1991,Manish Reddy,16,male,10,private aided,OBC,urban,83.1,Low,0.04,pass,yes,12.94351805,no,
S0731,Kavya Iyer,16,female,10,government,SC,urban,89.6,Low,1.1,pass,no,12.95181452,no,
S1212,Arjun Sharma,15,male,9,private unaided,OBC,urban,75.6,Low,0.04,pass,no,17.97309638,no,
S1704,Arjun Gupta,15,male,9,private unaided,general,urban,87.5,High,0.13,pass,no,11.050605,no,
S0746,Vikram Singh,15,male,9,government,OBC,rural,78.9,Low,1.45,pass,yes,14.53495311,no,
S0106,Rahul Joseph,16,male,10,private unaided,ST,rural,79.1,Low,3.99,fail,no,30.06906208,yes,Child Labour
S0476,Ananya Kumar,16,female,10,private unaided,OBC,urban,91.9,Medium,1.48,fail,no,25.74225692,yes,Early Marriage
S0808,Rahul Patel,14,male,8,private aided,SC,rural,65.9,Low,1.92,fail,yes,20.4527755,yes,Early Marriage
S1021,Vikram Reddy,16,female,10,private aided,OBC,rural,76,High,0.02,pass,no,8.963284621,no,
S0339,Riya Joseph,15,male,9,private aided,general,urban,57.3,Low,0.22,fail,no,24.42211899,yes,Lack of Interest
S0794,Sonal Kumar,14,female,8,private unaided,general,urban,67.7,High,3.38,pass,no,9.813646473,no,
S0937,Riya Singh,14,female,8,private aided,OBC,rural,71,Low,0.81,pass,no,14.62684197,no,
S0156,Arjun Kumar,16,male,10,private aided,SC,urban,66.5,High,0.19,pass,no,9.842894096,no,
S0618,Ishaan Singh,16,female,10,private aided,SC,urban,40.8,High,1.35,fail,no,42.77873776,yes,Lack of Interest
S1332,Rahul Reddy,15,male,9,private unaided,OBC,urban,88.2,High,3.01,pass,no,15.10764365,no,
S1449,Kavya Patel,16,female,10,private unaided,general,urban,62.8,Medium,1.4,pass,no,9.698713655,no,
S0822,Neha Iyer,16,female,10,government,OBC,urban,71.7,Medium,1.56,pass,no,14.87801237,no,
S0730,Arjun Kumar,15,male,9,private unaided,OBC,urban,71.2,Medium,3.93,pass,no,19.75420312,yes,Early Marriage
S1871,Maya Naik,16,female,10,private unaided,SC,rural,77.4,Medium,3.14,fail,no,23.37880801,yes,Lack of Interest
S1036,Sonal Patel,15,female,9,government,SC,urban,76.8,Low,0.09,pass,no,13.5443151,no,
S1351,Divya Patel,16,female,10,private unaided,OBC,rural,70,Medium,1.3,pass,no,15.71903698,no,
S1923,Sonal Das,14,female,8,private aided,SC,urban,66.9,Medium,0.87,pass,no,11.30539858,no,
S0054,Siddharth Iyer,15,male,9,private unaided,SC,urban,78.9,High,0.31,pass,no,15.79996962,no,
S1020,Maya Sharma,14,female,8,private unaided,SC,rural,74,Medium,1.32,pass,no,12.17308942,no,
S0994,Anjali Das,14,male,8,private aided,OBC,rural,95.5,High,0.82,pass,yes,9.927218594,no,
S1386,Pooja Kumar,14,female,8,private unaided,OBC,rural,78.2,Low,8.4,pass,no,17.58985855,no,
S0767,Manish Gupta,15,male,9,private aided,SC,urban,67.6,High,1.77,fail,yes,21.47225273,yes,Early Marriage
S0983,Anjali Gupta,15,male,9,private aided,general,rural,83.9,Medium,0.07,pass,no,11.52536624,no,
S1038,Vikram Das,14,male,8,private aided,OBC,rural,85.8,Low,0.73,fail,no,23.18048188,yes,Early Marriage
S1407,Rahul Singh,16,male,10,government,OBC,urban,68.4,Medium,0.88,pass,yes,11.94050337,no,
S1005,Maya Das,16,female,10,government,OBC,urban,81.1,Medium,3.35,pass,yes,13.58470848,no,
S0518,Ishaan Sharma,14,male,8,private unaided,OBC,urban,81.1,Medium,1.71,pass,no,12.96654313,no,
S0907,Riya Sharma,16,male,10,government,general,rural,62.8,Medium,7.87,fail,no,25.74919365,yes,Early Marriage
S0824,Manish Gupta,15,female,9,government,ST,rural,68,Medium,2.81,pass,no,19.42013931,yes,Migration
S0603,Rahul Reddy,15,female,9,private unaided,OBC,urban,69.2,Medium,0.64,pass,no,17.48707337,no,
S1756,Arjun Joseph,14,male,8,government,general,rural,71.6,High,2.17,pass,no,7.494518327,no,
S0096,Riya Joseph,16,female,10,government,SC,urban,66.4,High,0.26,pass,yes,9.943748861,no,
S1900,Aarav Gupta,15,female,9,private aided,general,rural,76.6,High,0.97,fail,no,18.41577508,yes,Lack of Interest
S1456,Aditya Reddy,16,male,10,private aided,OBC,rural,74.4,Medium,0.29,pass,no,10.94094073,no,
S0916,Aarav Reddy,15,male,9,private unaided,general,rural,99.7,Medium,2.87,pass,no,15.54674296,no,
S0484,Riya Singh,15,male,9,private unaided,OBC,rural,77.8,Low,4.55,pass,no,19.13697347,yes,Other
S1343,Rahul Singh,16,male,10,government,OBC,urban,67.4,Low,0.11,pass,no,10.73898962,no,
S1313,Vikram Naik,14,male,8,government,OBC,urban,71.2,Medium,3.81,pass,no,14.41783305,no,
S1564,Sonal Reddy,15,male,9,private unaided,OBC,rural,84.8,Low,0.94,fail,yes,25.8350952,yes,Other
S1148,Riya Reddy,14,male,8,private unaided,general,urban,60.1,Low,1.39,pass,no,11.49358947,no,
S1539,Rahul Reddy,16,female,10,private aided,OBC,urban,98.4,High,1.7,pass,no,9.286083238,no,
S0645,Manish Naik,16,male,10,private unaided,OBC,rural,67.5,Low,3.04,fail,no,20.45873532,yes,Lack of Interest
S0695,Ishaan Das,14,male,8,private unaided,general,urban,66.6,Low,1.42,pass,no,15.38797292,no,
S1248,Siddharth Gupta,14,male,8,government,general,urban,75.2,Medium,0.26,pass,yes,9.99120927,no,
S0346,Priya Singh,14,female,8,private unaided,general,rural,69.3,Medium,8.37,pass,no,17.3312793,no,
S0418,Arjun Das,15,female,9,private unaided,OBC,rural,76.8,Medium,0.09,pass,no,13.29946052,no,
S1322,Ananya Sharma,16,female,10,private aided,general,rural,83,Low,0.27,fail,no,19.58304055,yes,Other
S1858,Divya Naik,14,female,8,private unaided,general,urban,79.1,Low,0.55,pass,yes,13.43284802,no,
S1986,Arjun Naik,15,female,9,government,OBC,rural,60.9,High,0.99,fail,no,24.74892394,yes,Early Marriage
S0153,Siddharth Sharma,16,male,10,private unaided,SC,rural,100,Low,2.18,pass,no,14.50886597,no,
S0271,Aarav Joseph,15,male,9,private unaided,OBC,urban,98.6,Medium,0.06,pass,no,14.1457696,no,
S0237,Priya Gupta,15,female,9,private unaided,OBC,urban,73.6,Medium,0.8,pass,no,17.7023316,no,
S0464,Kavya Joseph,14,female,8,private aided,OBC,rural,68.8,Low,3.63,fail,no,25.92033599,yes,Lack of Interest
S1004,Maya Naik,15,male,9,private unaided,OBC,urban,83.1,Medium,0.86,pass,no,16.68632837,no,
S0288,Sonal Reddy,14,female,8,private aided,OBC,urban,62,Medium,3.32,pass,no,12.52242202,no,
S1550,Ishaan Sharma,16,male,10,private unaided,OBC,urban,85.2,Medium,2.44,pass,no,15.27023547,no,
S0517,Arjun Kumar,14,male,8,private unaided,OBC,rural,84.8,Medium,1.79,fail,no,24.56801256,yes,Other
S0753,Karan Das,14,female,8,private unaided,OBC,urban,75.1,High,0.76,pass,no,11.94595004,no,
S1946,Divya Das,14,male,8,government,ST,urban,99.6,Medium,2.74,pass,yes,15.79294188,no,
S1088,Divya Reddy,14,male,8,government,SC,urban,76.7,Low,1.17,fail,no,22.9092349,yes,Other
S0461,Divya Sharma,14,female,8,private aided,OBC,urban,74.5,Medium,2.97,fail,no,22.57386532,yes,Child Labour
S1142,Aditya Kumar,14,male,8,government,ST,urban,86.3,Medium,0.11,pass,no,10.61960865,no,
S1514,Sonal Das,16,female,10,government,ST,rural,56.2,High,4.4,pass,no,20.46515661,yes,Child Labour
S1958,Ananya Gupta,15,male,9,private aided,SC,urban,49.7,Medium,0.01,pass,no,26.47303729,yes,Household Work
S1336,Anjali Naik,15,female,9,private aided,ST,urban,82.4,High,1.47,pass,no,14.2039355,no,
S0444,Arjun Patel,15,female,9,private unaided,OBC,urban,66.6,Medium,0.12,fail,no,24.48140439,yes,Lack of Interest
S0697,Manish Das,14,male,8,private aided,SC,urban,60.1,High,2.27,pass,no,12.8626868,no,
S1636,Ishaan Iyer,16,female,10,private aided,general,urban,95.7,Low,0.26,pass,no,16.06833926,no,
S1318,Divya Singh,14,female,8,private unaided,general,rural,61.8,Medium,15.36,pass,no,23.4862318,yes,Household Work
S1284,Riya Reddy,16,male,10,private unaided,ST,urban,77.4,Medium,2.71,pass,no,12.95846948,no,
S0806,Ishaan Kumar,14,male,8,private unaided,general,rural,83.6,High,0.08,pass,no,11.15844072,no,
S1567,Siddharth Patel,16,male,10,private unaided,OBC,urban,72.5,High,0.11,pass,no,9.754802588,no,
S1724,Sonal Patel,14,female,8,government,SC,rural,66.5,Low,1.75,pass,yes,11.47446045,no,
S0185,Siddharth Joseph,15,female,9,private aided,general,rural,84.9,High,0.44,pass,no,9.972834475,no,
S1830,Karan Naik,16,female,10,private aided,general,urban,66.2,Medium,1.12,pass,no,14.49104967,no,
S0395,Sonal Singh,16,male,10,private unaided,ST,rural,86.2,Medium,0.11,pass,no,11.7560134,no,
S0250,Sonal Kumar,15,male,9,private aided,OBC,urban,96.1,High,0.77,pass,no,13.03092501,no,
S0302,Aarav Singh,14,female,8,private unaided,SC,rural,65,High,16.15,pass,no,20.73740156,yes,Lack of Interest
S0044,Divya Singh,14,male,8,private aided,general,urban,67.3,High,1.24,pass,no,11.10826667,no,
S0597,Ananya Naik,15,male,9,government,OBC,urban,95.7,Low,0.39,pass,no,15.96319254,no,
S0686,Priya Sharma,14,male,8,private aided,OBC,urban,72.3,Medium,1.71,pass,no,12.21953868,no,
S0634,Aditya Gupta,15,female,9,government,OBC,urban,77.9,Low,0.18,fail,no,24.12591313,yes,Other
S1491,Aditya Patel,16,male,10,private unaided,general,urban,95.4,Low,3.3,pass,no,17.48611763,no,
S1706,Sneha Iyer,15,male,9,private aided,OBC,urban,41,Low,0.38,fail,yes,51.52318046,yes,Financial Issues
S0084,Rahul Joseph,15,female,9,government,general,rural,71.1,Medium,8.39,fail,no,26.82412223,yes,Child Labour
S0359,Priya Joseph,14,female,8,private unaided,OBC,urban,76.3,Medium,1.79,pass,no,17.04294358,no,
S1133,Sneha Singh,14,male,8,private aided,general,rural,79.2,Low,0.37,pass,no,9.579726394,no,
S0787,Vikram Das,16,male,10,private aided,SC,rural,58.5,Medium,2.46,pass,no,15.40836373,no,
S1659,Neha Singh,16,male,10,private aided,OBC,urban,67.8,Medium,0.88,pass,no,11.82741094,no,
S0856,Vikram Iyer,16,male,10,government,ST,urban,90.2,High,0.15,pass,yes,11.89233833,no,
S1805,Neha Reddy,16,female,10,private aided,OBC,urban,63.6,Medium,2.17,pass,no,9.93791721,no,
S1955,Sneha Iyer,16,female,10,private unaided,SC,rural,75.6,Medium,1.13,pass,yes,13.07378798,no,
S0398,Aditya Sharma,16,female,10,government,OBC,urban,61.5,Low,0.16,pass,yes,13.07743638,no,
S1968,Neha Das,14,male,8,private aided,general,urban,98.2,Low,3.83,pass,no,12.52491711,no,
S1557,Aarav Joseph,16,female,10,government,OBC,urban,74.1,Low,0.13,pass,no,13.76670412,no,
S1264,Ishaan Patel,16,male,10,government,ST,urban,90.9,Medium,2.11,pass,no,10.7671287,no,
S0251,Neha Joseph,14,male,8,private unaided,general,rural,82.7,High,4.87,fail,no,19.88642497,yes,Early Marriage
S0305,Vikram Joseph,16,female,10,government,ST,urban,68.1,Low,0.28,pass,yes,12.57001934,no,
S0652,Aarav Naik,15,female,9,private unaided,OBC,urban,89.2,High,1.61,pass,no,14.56336945,no,
S1510,Rahul Kumar,16,male,10,private aided,general,rural,82,Low,4.8,pass,yes,11.44787057,no,
S0325,Priya Sharma,16,female,10,private unaided,OBC,urban,76,Low,1.28,pass,no,13.95259888,no,
S1509,Arjun Gupta,16,female,10,private unaided,general,rural,66.6,High,0.37,pass,no,10.20151184,no,
S1026,Priya Iyer,16,male,10,private aided,general,urban,76.4,Medium,0.76,pass,no,11.96923357,no,
S1673,Aarav Patel,16,female,10,private aided,OBC,rural,88.6,Medium,1.27,pass,no,11.55430415,no,
S0290,Divya Das,15,female,9,private unaided,SC,urban,85.6,Medium,1.04,pass,no,13.13051374,no,
S1482,Ananya Patel,16,female,10,private unaided,general,urban,83,Medium,0.1,pass,yes,17.2987238,no,
S1623,Vikram Reddy,16,male,10,private unaided,SC,urban,63.8,Medium,0.41,pass,yes,10.49282403,no,
S0179,Manish Kumar,15,female,9,private aided,ST,rural,65.1,Low,5.56,pass,no,13.94902427,no,
S0046,Arjun Reddy,14,female,8,private unaided,general,urban,93.8,High,0.84,pass,no,10.99904748,no,
S2000,Neha Naik,16,male,10,government,general,urban,100,Medium,0.01,pass,no,11.53335428,no,
S1705,Rahul Das,16,male,10,private aided,SC,urban,56.8,Medium,2.76,fail,no,22.09199016,yes,Migration
S1974,Aditya Naik,14,female,8,private unaided,general,rural,74.3,Low,6.42,pass,no,17.42808675,no,
S0544,Neha Gupta,15,female,9,private aided,SC,rural,83.5,High,4.56,pass,yes,13.00621049,no,
S1848,Aarav Singh,14,female,8,private unaided,general,rural,76.6,Medium,3.34,pass,no,12.75935349,no,
S0880,Manish Joseph,14,male,8,private aided,ST,rural,55.9,High,7.38,pass,no,16.97488451,no,
S1099,Kavya Sharma,14,male,8,private aided,SC,urban,69.4,Low,0.97,pass,no,13.22312776,no,
S0154,Neha Naik,16,male,10,government,OBC,urban,87.4,High,0.43,pass,no,13.81240536,no,
S1205,Aditya Reddy,15,male,9,private unaided,OBC,rural,83.6,Medium,2.95,pass,no,15.2891554,no,
S1431,Vikram Naik,16,female,10,private unaided,OBC,urban,80.7,Low,0.3,pass,no,17.55968472,no,
S1595,Priya Patel,15,male,9,government,OBC,urban,71.7,Low,0.33,pass,no,17.54122273,no,
S1355,Sonal Patel,14,female,8,private aided,OBC,urban,72.2,Medium,2.01,pass,no,13.69168728,no,
S0047,Manish Das,15,female,9,government,OBC,rural,76,Medium,1.51,pass,no,13.10812903,no,
S1200,Neha Sharma,16,male,10,government,ST,rural,63.1,Low,2.07,pass,yes,13.07822951,no,
